,BTC,ETH,LTC,Volume_BTC,Volume_Eth,Volume_LTC,Volume_XRP,XRP,Retweets,Favorites,NumTweets
2017-09-01 00:00:00,4729.879762031436,387.1067087157143,72.7040112182582,0.065,3.5607677000000004,12.74776125,28.9275,0.2599251137600563,805.0,927.0,278.0
2017-09-01 01:00:00,4750.688025505747,389.3439620608587,72.55123464490039,0.0029,1.80856006,0.47191373,28.10323,0.2565119280349367,200.0,355.0,285.0
2017-09-01 02:00:00,4768.574080281719,393.44177013264465,71.81697376395535,0.03188995,1.26886,5.744,1853.36899836,0.25646441234257217,726.0,1038.0,287.0
2017-09-01 03:00:00,4754.15460253008,392.9124043407708,72.66130286567889,0.54172408,1.0,10.25,30.0,0.2570700129490145,353.0,507.0,287.0
2017-09-01 04:00:00,4753.529895365106,391.3950142448018,73.60193946007679,0.147678,0.00703955,0.65458029,25.0,0.2576024933667025,289.0,376.0,254.0
2017-09-01 05:00:00,4713.898406003154,392.05697554857016,74.7328225353728,0.01236484,0.18524548,0.1,30.0,0.25274559736268115,678.0,644.0,253.0
2017-09-01 06:00:00,4704.77575457112,390.19587887973745,75.55148726365289,0.29529901,0.07311000000000001,6.67179016,1763.0,0.2496819360061384,387.0,539.0,260.0
2017-09-01 07:00:00,4697.437222867105,386.24522195887045,78.79931352687548,1.0,0.54636818,0.12937556,300.0,0.2467103355138541,544.0,662.0,251.0
2017-09-01 08:00:00,4730.7525615442155,389.5872437255951,76.9534121550666,0.1,1.3024664,5.07095116,19.67201609,0.2521117129190193,191.0,326.0,355.0
2017-09-01 09:00:00,4769.2797819366715,392.6293151339244,76.59281313007385,0.88783318,0.17,1.896258,430.82115,0.2540401241561437,412.0,589.0,352.0
2017-09-01 10:00:00,4787.587768666001,393.2747110571145,77.74013674750184,0.01310255,0.19086265,11.59210756,300.0,0.25429106448281,945.0,902.0,366.0
